id,latitude,longitude,ny,wholesaler_distributor,harvester_processor,secondary_processor,auction,harvester_processor_scale,secondary_processor_scale,auction_scale,max_inv,lrfs_business,mwbe,sold_to_nyc,nys_product_purchased,sold_to_NYC,organic
10261,40.909937443992,-73.822353621227,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10262,40.818855162488,-73.261352992832,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10263,40.728255460326,-73.611035072461,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10264,40.697837775048,-73.810418338126,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10265,40.703403787704,-73.397826132926,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10266,43.112395189511,-76.878845590827,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0
10267,43.175764915375,-77.575721687887,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10268,40.699506437516,-73.802550262687,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0
10269,40.765631460056,-73.991011036872,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10270,42.408284101479,-74.617133984449,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10271,40.770813222032,-73.903060909508,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10272,42.800150393391,-78.621477329907,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10273,42.016504009875,-79.499430597637,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0
10274,40.703163395679,-73.930991211443,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
