company_name,address,latitude,longitude,ny,wholesaler_distributor,harvester_processor,secondary_processor,auction,harvester_processor_scale,secondary_processor_scale,auction_scale,max_inv,lrfs_business,mwbe,sold_to_nyc,nys_product_purchased,sold_to_NYC,organic
APM SERVICES GROUP CORP,"146 WALWORTH ST, BROOKLYN, NY 11205",40.694388190795,-73.954303924443,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
APOLLO TRUCKING INC.,"953 MAPLE AVE APT 2, SCHENECTADY, NY 12307",42.805176850585,-73.928413918907,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"ASTRAL EXTRACTS, LTD.","150 EILEEN WAY UNIT 6, SYOSSET, NY 11791",40.803511886407,-73.520050353016,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
B PARISO TRANSPORT INC,"2647 WHITEHAVEN RD, GRAND ISLAND, NY 14072",43.021322981704,-78.990168325929,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"B. STRONG TRUCKING, INC.","119 COPIAGUE ST, VALLEY STREAM, NY 11580",40.676189347636,-73.718083617937,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"BAGEL GROVE, INC.","7 BURRSTONE RD, UTICA, NY 13502",43.089167523287,-75.256509327551,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
BATTERY BUYERS INC.,"51 UNION ST, BROOKLYN, NY 11231",40.685069222452,-74.005225608129,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
BIO-USA INC.,"72 5TH ST, RONKONKOMA, NY 11779",40.811141428489,-73.118285101745,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
BLUE WOLF ENTERPRISES LLC,"458 JEFFERSON AVE APT 3, STATEN ISLAND, NY 10306",40.577759679064,-74.092964792695,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
BLUERITE LLC,"20 CONCORD ST, LYNBROOK, NY 11563",40.662956078943,-73.685391316511,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
BUCKY'S TRUCKING INC,"11656 130TH ST, SOUTH OZONE PARK, NY 11420",40.676762707407,-73.80948465264,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
C&T DISTRIBUTION LLC,"14 CRITTENDEN WAY APT 6, ROCHESTER, NY 14623",43.104031452693,-77.632454406346,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
C. FRANCIS CONSTRUCTION CORP.,"501 E 93RD ST APT 1, BROOKLYN, NY 11212",40.655358768556,-73.918931932783,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"CARDIAC LIFE PRODUCTS, INC.","507 W COMMERCIAL ST STE 1, EAST ROCHESTER, NY 14445",43.116620041125,-77.498160874785,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"CNY URBAN RENOVATIONS, LLC","359 NORTHERN LIGHTS DR, SYRACUSE, NY 13212",43.110946157587,-76.141618316696,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
CONRI SERVICES INC,"250 CLEARBROOK RD STE 112, ELMSFORD, NY 10523",41.071848939494,-73.813794616832,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"CONTINENTAL TRADING & SERVICES, INC.","22 LAWRENCE LN UNIT 3, LAWRENCE, NY 11559",40.609741539826,-73.733204887738,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
CORNERSTONE REALTY PROPERTIES CORP.,"177 E MAIN ST STE 307, NEW ROCHELLE, NY 10801",40.916045981005,-73.770270978116,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"COUNTRY SWEET SAUCE, INC.","50 WESTGATE DR, EAST AURORA, NY 14052",42.749221800488,-78.622147075873,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"CRISTO DEMOLITION, INC.","241 N PEARL ST, ALBANY, NY 12207",42.658012214803,-73.749285082151,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
CTK TRUCKING & LOGISTICS INC.,"1850 AMSTERDAM AVE, NEW YORK, NY 10031",40.829394583419,-73.944653559057,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
DAGEN TRUCKING INC,"566 BROADWAY STE 1, MENANDS, NY 12204",42.703270123756,-73.715347786704,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
DANA CONTRACTING INC.,"11415 149TH AVE, SOUTH OZONE PARK, NY 11420",40.669650783678,-73.826266778095,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
DAWSONS HAULING LLC,"2 SCHUYLER LN, WATERVLIET, NY 12189",42.707081673728,-73.710953154805,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
DELUXE DELIVERY SYSTEMS INC.,"729 7TH AVE FL 2, NEW YORK, NY 10019",40.760383034119,-73.983698707635,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"DIG IT OF NEW YORK, LLC","4549 CLINTON ST, WEST SENECA, NY 14224",42.858069291712,-78.715336974005,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
DJI TRUCKING LLC,"5 ABBOTTSFORD DR, ROCHESTER, NY 14606",43.172323465504,-77.720302816151,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"DORAN TRUCKING COMPANY & SITE DEVELOPMENT, INC.","2520 CAYUGA ST, NIAGARA FALLS, NY 14304",43.101100005563,-78.909350734579,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
DUFOUR PASTRY KITCHENS INC.,"251 LOCUST AVE, BRONX, NY 10454",40.803119832957,-73.906391109902,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"E.A.T. W/ CULINARY PROFESSIONALS, INC.","1650 UTOPIA PKWY, WHITESTONE, NY 11357",40.78299279677,-73.794601601067,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
EASE TRUCKING LLC,"109 GRIFFIN ST, SYRACUSE, NY 13207",43.014249782948,-76.159272115875,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
EMPIRE STATE BASICS LLC,"15711 ROCKAWAY BLVD # 210, JAMAICA, NY 11434",40.666286679575,-73.779433704452,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
EMPIRE STATE TRUCKING INC.,"63 E 1ST ST, MOUNT VERNON, NY 10550",40.911780289638,-73.833714239364,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"EXCELSIOR LTL, LLC","1 SADORE LN APT 4K, YONKERS, NY 10710",40.956354672835,-73.841960062355,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
FELICIFIC INC.,"10416 150TH ST, JAMAICA, NY 11435",40.697733291143,-73.802382962959,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"FOXY DELIVERY SERVICE, INC.","256 TWO MILE CREEK RD, TONAWANDA, NY 14150",42.981969191527,-78.906814452354,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"FREIGHTLINER & WESTERN STAR OF BATAVIA, LLC.","8190 STATE STREET RD, BATAVIA, NY 14020",43.017000819034,-78.179689499873,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
GOLDEN KRUST CARIBBEAN BAKERY INC.,"399 KNOLLWOOD RD STE 115, WHITE PLAINS, NY 10603",41.053924570786,-73.798524368403,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"HNS ENTERPRISE, INC.","13939 228TH ST, LAURELTON, NY 11413",40.669381572482,-73.746647369603,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"HOME TOWN HAULING & RECYCLING, LLC","1074 COUNTY HIGHWAY 36, WORCESTER, NY 12197",NA,NA,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
INTIVITY INC.,"214 DUFFIELD ST APT 38E, BROOKLYN, NY 11201",40.691822692072,-73.98443143511,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
INUMIDUN INTERNATIONAL INC.,"600 RICHMOND TER, STATEN ISLAND, NY 10301",40.64560910055,-74.092115953831,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
J2T ENTERPRISE LLC,"100 GARY ST, STATEN ISLAND, NY 10312",40.561220443171,-74.181543974579,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"JAMSHIDI GROUP, LLC","2 W 90TH ST APT 4C, NEW YORK, NY 10024",40.78783508973,-73.96755119295,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
JFY HAULING INC,"1208 OREGON RD, CORTLANDT MANOR, NY 10567",41.331768397006,-73.875245585668,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
JMM TRANSPORTATION CORP,"21 HERBERT CIR, PATCHOGUE, NY 11772",40.783334240227,-73.011175858003,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
JOEY TRANSPORTATION LLC,"124 SHERMAN AVE, TROY, NY 12180",42.699985088744,-73.681250372939,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
KIPER MOVING AND TRANSPORTATION LIMITED LIABILITY COMPANY,"1279 KENMORE AVE, BUFFALO, NY 14217",42.95874081044,-78.86519109693,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
MARJORIE MC KEOWN,"5617 ROUTE 380, SINCLAIRVILLE, NY 14782",NA,NA,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"MILLER DRUCK SPECIALTY CONTRACTING, INC.","765 E 133RD ST, BRONX, NY 10454",40.801150999699,-73.913918171687,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"MRI USA, INC.","770 LEXINGTON AVE FL 11, NEW YORK, NY 10065",40.763245088932,-73.967527856532,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"NEW YUNG WAH TRADING, LLC","465 MORGAN AVE, BROOKLYN, NY 11222",40.719974485038,-73.937828948474,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"NEW YUNG WAH TRADING, LLC","311 RICHARDSON ST, BROOKLYN, NY 11222",40.719854976238,-73.939206167772,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
ONLINE MR INC.,"86 DENTON AVE, NEW HYDE PARK, NY 11040",40.739748662116,-73.671500561484,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
PANOPLY FOODS CORP.,"1512 UNION ST, SCHENECTADY, NY 12309",42.807650793846,-73.912149706282,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
PARCE TRUCKING INC,"1315 C ST, ELMONT, NY 11003",40.694987816302,-73.689812866418,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
PATCHOGUE TRUCK & EQUIPMENT CORP.,"375 N DUNTON AVE UNIT A, EAST PATCHOGUE, NY 11772",40.769048928411,-72.963736525256,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"PDS CONSTRUCTION, INC.","700 COOK RD, HAMLIN, NY 14464",43.356164484067,-77.992440279678,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
PHANTOM CARTING INC.,"170 13TH ST, BETHPAGE, NY 11714",40.750711516895,-73.493563115087,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"PJP INSTALLERS, INC.","150 S MACQUESTEN PKWY, MOUNT VERNON, NY 10550",40.910629873854,-73.850964913706,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"PRESSLEY, PLLC","1232 SCHENECTADY AVE, BROOKLYN, NY 11203",40.642697956979,-73.932418821847,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"REPAVE, INC.","67 HUNT DR, JERICHO, NY 11753",40.783283928787,-73.559560994617,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
RICCELLI TRUCKING INC,"6800 W HENRIETTA RD, RUSH, NY 14543",43.017811467427,-77.667620292909,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"RICCELLI TRUCKING, INC.","6201 E TAFT RD, NORTH SYRACUSE, NY 13212",43.125230804111,-76.091870880081,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
RJ TURNER LLC,"1742 WESTCHESTER AVE, PEEKSKILL, NY 10566",41.297333106698,-73.905730273668,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"ROAD FLEX COURIER, LLC","828 HEMPSTEAD TPKE, FRANKLIN SQUARE, NY 11010",40.707013028748,-73.670588576806,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"ROSE STAR TRANSPORTATION, LLC","820 COLGATE AVE APT 17H, BRONX, NY 10473",40.819642905556,-73.879815229581,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"SC RUSSELL TRUCKING, INC.","275 WETMORE PARK, ROCHESTER, NY 14606",43.164714544512,-77.657084502586,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
SDI TRUCKING LLC,"360 BROADWAY FL 1, STATEN ISLAND, NY 10310",40.632435733541,-74.1168690244,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
SPEEDWAY TRANSPORTATION INC.,"21 MARIAN DR, NEWBURGH, NY 12550",41.533833408517,-74.034608256112,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"SUPERIOR WASTE AND CARTING, INC.","634 ROUTE 303, BLAUVELT, NY 10913",41.081964330217,-73.948447120892,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"T&J HAULING, LLC","1 MEADOW LN, BALLSTON SPA, NY 12020",43.005449582367,-73.857638213935,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
THE TORRENCE GROUP INC,"3508 E GENESEE ST, SYRACUSE, NY 13214",43.042273011697,-76.089915622665,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
TLC HAULING INC,"43 NIAGARA ST, MILLER PLACE, NY 11764",40.946979547273,-72.977619372684,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
TRACEY TRUCKING INC,"400 N MAIN ST, HOLLAND, NY 14080",42.650471186988,-78.550436082837,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
TSI AUTO TRANSPORT LLC,"1309 CROMWELL AVE, BRONX, NY 10452",40.838667191227,-73.92100989946,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"TYGA-BOX SYSTEMS, INC.","3842 REVIEW AVE, LONG ISLAND CITY, NY 11101",40.731446895489,-73.935033179016,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
WASHINGTON BLACKTOP AND TRUCKING LLC,"133 MEREDITH AVE, NEDROW, NY 13120",42.975951139911,-76.144706077128,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
DRISCOLL FOODS FOOD SERVICE / METROPOLITAN FOODS INC.,"105 Quist Road, Amsterdam, NY 12010",42.926389038545,-74.172107118971,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
TERI NICHOLS,"10101c Avenue D, Brooklyn, NY 11236",40.651956516369,-73.904542962984,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
WHITSONS CULINARY GROUP,"1140 Motor Pkwy, Central Islip, NY 11722",NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
US FOODS,"4900 LAKE AVE, BLASDELL, NY 14219",42.796856853993,-78.799646973604,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
US FOODS,"702 POTENTIAL PKWY SCOTIA, SCOTIA, NY 12302",NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
US FOODS,"125 GARDENVILLE PKWY W, BUFFALO, NY 14224",42.864369602618,-78.756705097355,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
US FOODS,"755 PIERCE RD, CLIFTON PARK, NY 12065",42.897094854382,-73.787356390169,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
US FOODS,"95 MAIN ST, GLENS FALLS, NY 12803",43.301148013183,-73.636974841688,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
US FOODS,"1250 SCOTTSVILLE RD 3C, ROCHESTER, NY 14624",43.117716339204,-77.658326813903,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
US FOODS,"1510 LYELL AVE, ROCHESTER, NY 14606",43.164736018707,-77.665436734421,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
US FOODS,"125 GARDENVILLE PKWY W, BUFFALO, NY 14224",42.864369602618,-78.756705097355,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
US FOODS,"755 PIERCE RD, CLIFTON PARK, NY 12065",42.897094854382,-73.787356390169,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
US FOODS,"125 GARDENVILLE PKWY W, BUFFALO, NY 14224",42.864369602618,-78.756705097355,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
US FOODS,"164 CHERYL LN, DEPEW, NY 14043",42.922848809841,-78.706800774895,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
US FOODS,"125 GARDENVILLE PKWY W, BUFFALO, NY 14224",42.864369602618,-78.756705097355,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
US FOODS,"177 NGARA FRNTR FD TERMIN, BUFFALO, NY 14206",NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
BALDOR SPECIALTY FOODS,"3536 24TH ST, ASTORIA, NY 11106",40.759661856187,-73.933468440006,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
DICARLO FOOD SERVICE,"542 WOODBURY RD, PLAINVIEW, NY 11803",40.78953863758,-73.495073798886,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
CHEF'S CHOICE CASH & CARRY FOOD DISTRIBUTOR INC,"1039 UTICA AVE, BROOKLYN, NY 11203",40.647527775637,-73.929854008088,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
WESTSIDE FOODS,"355 Food Center Dr, Bronx, NY 10474",40.806204912953,-73.871041997208,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
FRESH AND TASTY BAKED PRODUCTS,"1568 Stillwell Ave, Bronx, NY 10461",40.854475242044,-73.841913880387,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
THE CHEF'S KINGDOM,"1 ALPINE CT, CHESTNUT RIDGE, NY 10977",41.095607544632,-74.048260736353,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
TONY'S FISH & SEAFOOD CORP.,"HUNTS PT COOP MKT BLDGS A, BRONX, NY 10474",NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
ROMEO WHOLESALE MEAT CORP.,"7801 15th Ave, Brooklyn, NY 11228",40.615840253064,-74.004799498969,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
NEW PRODUCE TRADING INC.,"1802 OCEAN PKWY APT D2, BROOKLYN, NY 11223",40.604704906846,-73.96713404652,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
PERFORMANCE FOOD GROUP,"163 W 133RD ST, NEW YORK, NY 10030",40.813726706776,-73.943825773536,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
